,age,occupation,sex,capital_loss,education_num,capital_gain,marital_status,hours_week,over_50kActual,over_50kPredicted
9200,32,7,0,0,10,0,4,40,0,0
9201,41,4,1,0,10,0,2,40,1,1
9202,18,0,0,0,9,0,4,20,0,0
9203,19,0,0,0,10,0,4,35,0,0
9204,26,3,1,0,9,0,0,40,0,0
9205,18,6,1,0,9,0,4,30,0,0
9206,67,7,0,0,2,2062,6,34,0,0
9207,33,3,1,0,9,0,4,40,1,0
9208,26,10,0,0,13,0,4,40,0,0
9209,71,0,1,0,10,3432,2,30,0,0
9210,30,3,1,0,8,0,4,40,0,0
9211,43,7,1,0,10,0,2,48,1,0
9212,41,3,0,0,9,1506,0,50,0,0
9213,51,10,0,0,13,0,0,16,0,0
9214,40,7,1,0,9,0,2,40,1,0
9215,52,1,1,0,11,0,2,40,0,0
9216,18,12,0,0,10,0,4,15,0,0
9217,43,3,1,0,7,0,2,40,0,0
9218,34,0,0,0,9,0,4,40,0,0
9219,26,4,1,0,10,0,2,40,0,0
9220,28,8,1,0,12,0,4,40,0,0
9221,37,4,1,0,14,0,2,55,1,1
9222,23,8,0,0,8,0,4,38,0,0
9223,49,4,1,0,9,0,2,48,1,0
9224,48,1,0,0,9,0,6,32,0,0
9225,39,10,1,0,9,0,4,50,0,0
9226,65,4,0,0,10,0,2,45,0,0
9227,38,3,1,0,10,0,2,55,0,0
9228,41,8,0,0,9,0,2,40,0,0
9229,43,14,1,2042,7,0,2,40,0,0
9230,30,10,1,0,14,0,4,30,0,0
9231,17,8,0,0,7,0,4,12,0,0
9232,30,4,1,0,10,0,2,36,1,0
9233,45,10,1,0,14,0,2,43,0,1
9234,37,7,1,0,9,0,4,40,0,0
9235,35,3,1,0,1,0,2,38,0,0
9236,54,10,0,0,13,0,0,40,0,0
9237,20,0,1,0,9,0,4,12,0,0
9238,34,12,1,0,10,0,2,55,1,1
9239,34,3,1,0,9,0,2,30,0,0
9240,33,3,1,0,12,0,2,40,0,0
9241,26,0,0,0,10,0,2,20,0,0
9242,43,6,1,0,7,0,2,40,0,0
9243,52,3,1,0,10,0,2,45,1,1
9244,26,4,1,0,10,0,2,45,1,0
9245,28,1,0,0,13,0,4,40,0,0
9246,39,4,0,0,13,0,0,25,0,0
9247,52,12,1,0,10,0,2,45,0,1
9248,28,1,1,0,9,0,4,40,0,0
9249,34,4,1,0,10,0,2,38,0,0
9250,17,0,1,0,6,0,4,40,0,0
9251,24,6,0,0,7,0,5,40,0,0
9252,45,12,1,0,14,0,2,50,1,1
9253,22,4,0,0,10,0,2,40,0,0
9254,68,1,0,0,10,991,6,29,0,0
9255,40,12,0,0,9,0,0,25,0,0
9256,50,13,1,0,10,0,2,45,1,0
9257,50,4,1,0,10,0,2,84,1,0
9258,33,13,0,0,10,0,0,40,0,0
9259,32,14,1,0,9,0,4,40,0,0
9260,22,6,0,0,9,0,4,40,0,0
9261,24,10,1,0,13,0,4,25,0,0
9262,26,10,0,0,13,0,4,40,0,0
9263,25,8,0,0,12,0,0,32,0,0
9264,26,12,0,0,10,0,5,35,0,0
9265,34,3,1,0,9,0,2,40,1,0
9266,18,12,0,0,7,0,2,20,0,0
9267,32,11,1,0,10,0,2,16,0,0
9268,22,3,1,0,10,0,4,40,0,0
9269,43,12,1,0,10,0,2,50,1,1
9270,21,8,1,0,9,0,4,40,0,0
9271,44,1,0,0,10,0,5,40,0,0
9272,55,10,1,0,14,0,2,50,1,1
9273,47,4,0,0,11,0,5,40,0,0
9274,61,12,1,0,5,0,2,58,1,0
9275,20,8,1,0,10,0,4,40,0,0
9276,52,10,1,0,13,0,2,60,1,1
9277,51,7,0,0,4,0,0,48,0,0
9278,23,4,0,0,13,0,4,12,0,0
9279,50,10,0,0,9,0,5,60,0,0
9280,45,0,1,0,9,0,2,12,0,0
9281,42,4,1,0,13,0,0,45,0,1
9282,36,3,1,0,10,0,2,40,1,1
9283,31,0,0,0,9,0,4,45,0,0
9284,20,6,1,0,10,0,4,40,0,0
9285,27,7,1,0,10,0,2,56,0,0
9286,17,8,0,0,7,0,4,20,0,0
9287,36,8,0,0,9,0,5,40,0,0
9288,30,12,1,0,13,0,4,65,0,0
9289,37,5,1,0,11,0,2,50,1,0
9290,31,6,0,0,9,0,5,40,0,0
9291,37,8,0,0,13,0,2,30,1,0
9292,56,3,0,0,5,0,0,40,1,0
9293,32,6,1,0,9,0,2,45,0,0
9294,30,10,1,0,14,0,2,10,0,0
9295,24,7,1,0,10,0,4,30,0,0
9296,48,8,0,0,11,0,0,40,0,0
9297,24,4,0,0,13,0,4,40,0,0
9298,42,1,0,0,13,0,4,40,0,0
9299,20,10,0,0,10,0,4,20,0,0
9300,28,8,1,0,9,0,4,30,0,0
9301,45,5,1,0,13,4386,2,35,1,1
9302,37,10,1,0,12,6849,4,80,0,0
9303,49,8,1,0,13,0,2,40,0,0
9304,42,12,0,0,13,0,2,40,0,1
9305,23,12,1,0,13,0,4,25,0,0
9306,26,12,1,0,9,0,4,40,0,0
9307,38,10,1,0,14,0,2,40,1,1
9308,54,0,1,0,9,0,0,45,0,0
9309,32,13,1,0,13,0,2,50,0,1
9310,58,5,1,0,2,0,5,50,0,0
9311,31,1,1,0,12,0,2,40,1,1
9312,25,3,1,0,10,0,2,40,0,0
9313,55,12,1,0,9,4386,2,40,1,1
9314,27,1,0,0,13,0,4,40,0,0
9315,33,10,0,0,13,0,4,40,0,0
9316,22,8,1,0,10,0,4,60,0,0
9317,31,4,0,0,9,0,4,45,0,0
9318,50,12,0,0,10,0,2,39,0,0
9319,31,10,1,0,14,0,2,45,1,0
9320,34,12,1,0,9,0,2,45,1,0
9321,63,12,1,0,13,7298,2,40,1,1
9322,21,7,1,0,9,0,4,40,0,0
9323,23,0,1,0,13,0,4,40,0,0
9324,62,4,1,0,13,0,2,40,1,1
9325,31,14,0,0,9,0,4,30,0,0
9326,36,8,0,0,9,0,6,20,0,0
9327,25,10,0,2339,13,0,4,35,0,0
9328,35,4,1,0,13,0,4,45,0,0
9329,38,4,1,0,14,0,2,50,1,1
9330,39,4,0,0,10,8614,0,40,1,1
9331,33,6,1,0,3,0,0,40,0,0
9332,44,12,1,0,13,7688,2,40,1,1
9333,35,0,1,0,9,0,2,40,0,0
9334,47,13,0,0,10,0,0,48,0,0
9335,46,1,0,0,9,0,2,40,1,0
9336,35,12,0,0,10,0,2,40,1,0
9337,47,4,1,0,13,10520,4,45,1,1
9338,74,0,0,0,10,0,6,3,0,0
9339,29,10,0,0,14,1506,4,40,0,0
9340,54,1,1,0,14,7298,2,40,1,1
9341,40,13,0,0,12,1471,5,32,0,0
9342,29,8,0,0,9,0,4,40,0,0
9343,50,7,0,0,9,3137,2,40,0,0
9344,49,10,1,0,10,0,2,50,1,1
9345,17,8,0,0,6,0,4,8,0,0
9346,38,7,1,0,9,3137,2,45,0,0
9347,61,8,1,0,5,0,0,40,0,0
9348,22,6,1,0,9,0,4,40,0,0
9349,47,12,1,0,13,0,4,40,0,1
9350,31,4,1,0,9,0,0,50,0,0
9351,29,10,1,0,13,0,4,40,0,0
9352,36,13,1,0,10,0,2,42,1,0
9353,63,0,1,0,13,0,2,40,0,0
9354,34,3,1,0,9,0,4,40,0,0
9355,19,12,1,0,9,0,4,20,0,0
9356,44,12,1,0,10,0,2,80,1,0
9357,36,10,1,1902,13,0,2,50,1,1
9358,50,1,0,0,9,0,6,40,0,0
9359,23,4,1,0,9,0,4,45,0,0
9360,35,8,1,0,6,0,2,60,0,0
9361,33,12,1,0,10,0,2,40,0,0
9362,23,1,0,0,10,0,4,40,0,0
9363,60,3,1,0,9,0,2,40,0,0
9364,26,14,1,0,9,0,4,40,0,0
9365,22,3,1,0,9,0,2,60,0,0
9366,29,10,1,0,16,0,2,45,1,1
9367,26,8,0,0,10,0,4,40,0,0
9368,40,1,1,0,13,7298,2,48,1,1
9369,40,4,1,0,10,0,5,40,0,0
9370,22,8,1,0,5,0,3,35,0,0
9371,44,12,1,0,9,0,2,60,0,0
9372,42,14,1,0,6,0,6,35,0,0
9373,19,8,0,0,10,0,4,22,0,0
9374,50,13,1,1848,9,0,2,40,1,1
9375,42,10,0,0,14,0,4,40,1,0
9376,24,10,0,0,13,0,4,50,0,0
9377,52,7,1,0,6,0,4,40,0,0
9378,55,1,1,0,9,0,0,25,0,0
9379,48,8,0,0,9,0,0,38,0,0
9380,18,0,0,0,9,0,4,40,0,0
9381,20,7,0,0,9,0,4,40,0,0
9382,25,6,1,0,9,0,4,40,0,0
9383,28,3,1,0,9,0,4,40,0,0
9384,53,10,1,0,13,0,2,35,0,0
9385,41,0,0,0,9,0,4,30,0,0
9386,36,10,0,0,15,0,0,24,0,0
9387,63,12,1,0,4,0,2,40,0,0
9388,22,5,1,0,10,0,4,40,0,0
9389,54,12,1,0,13,0,2,40,0,1
9390,45,8,0,0,10,0,0,50,0,0
9391,37,14,1,0,7,0,2,45,0,0
9392,62,5,1,2415,13,0,2,60,1,1
9393,45,4,1,0,10,0,2,40,0,1
9394,54,10,1,0,9,0,2,40,1,0
9395,18,1,1,0,10,0,4,40,0,0
9396,24,12,1,0,9,0,4,30,0,0
9397,22,5,1,0,10,0,4,50,0,0
9398,40,4,1,0,12,0,2,40,1,1
9399,36,1,0,0,10,0,6,40,0,0
9400,28,6,1,0,6,0,4,40,0,0
9401,47,1,0,0,9,0,0,40,0,0
9402,36,10,0,0,13,0,2,35,1,1
9403,40,12,1,0,11,0,2,72,1,0
9404,24,1,0,0,10,0,4,40,0,0
9405,40,3,1,0,10,4934,5,47,1,1
9406,64,12,1,0,14,6418,2,65,1,1
9407,55,4,0,0,9,0,0,40,0,0
9408,45,6,1,0,13,0,2,37,0,1
9409,26,3,1,0,9,0,2,40,0,0
9410,42,5,1,1902,13,0,2,80,1,1
9411,75,8,1,0,9,0,3,40,0,0
9412,50,14,1,0,4,0,2,40,0,0
9413,19,0,0,0,10,0,4,20,0,0
9414,23,1,0,0,9,0,4,45,0,0
9415,59,0,1,0,10,0,2,40,0,0
9416,35,10,1,0,12,0,2,65,0,0
9417,28,7,1,0,10,0,4,60,0,0
9418,58,3,1,0,9,0,2,40,1,0
9419,32,3,1,0,12,0,2,40,1,0
9420,52,13,1,0,10,0,2,50,0,0
9421,34,7,0,0,9,0,0,20,0,0
9422,27,7,1,0,10,0,4,40,0,0
9423,34,3,1,0,9,7688,2,40,1,1
9424,26,13,1,0,9,0,4,40,0,0
9425,74,0,0,0,13,0,6,35,0,0
9426,25,1,0,0,9,0,4,32,0,0
9427,19,8,0,0,10,0,4,20,0,0
9428,41,7,1,0,9,0,4,40,0,0
9429,23,1,1,0,13,0,4,32,0,0
9430,24,12,1,0,10,0,4,65,0,0
9431,29,12,1,0,13,0,4,45,0,0
9432,39,12,1,0,9,0,0,60,0,0
9433,17,6,1,0,7,0,4,30,0,0
9434,17,6,1,0,7,0,4,15,0,0
9435,39,4,0,0,13,0,2,60,1,1
9436,31,0,0,0,9,0,2,30,0,0
9437,60,12,0,0,10,0,0,48,0,0
9438,25,1,0,0,13,0,4,40,0,0
9439,41,14,1,0,9,0,2,45,0,0
9440,64,1,0,0,9,0,6,8,0,0
9441,33,3,1,0,10,0,2,41,1,0
9442,32,8,0,0,9,0,0,25,0,0
9443,66,12,1,0,9,0,2,50,0,0
9444,33,8,0,0,10,0,4,40,0,0
9445,30,8,1,0,7,0,2,40,0,0
9446,20,1,0,0,10,0,4,16,0,0
9447,20,0,0,0,10,0,4,35,0,0
9448,44,1,1,0,13,0,4,40,0,0
9449,29,3,1,0,9,0,2,55,0,0
9450,60,3,0,0,9,0,0,40,0,0
9451,37,12,1,1740,9,0,2,40,0,0
9452,50,12,1,0,14,7688,2,45,1,1
9453,18,8,0,0,9,0,4,30,0,0
9454,30,10,0,0,13,7688,2,50,1,1
9455,53,8,1,0,9,4386,2,30,1,1
9456,37,4,1,0,9,0,0,35,0,0
9457,56,10,1,0,15,99999,2,45,1,1
9458,21,8,1,0,9,0,4,40,0,0
9459,43,10,0,0,13,0,0,24,0,0
9460,25,1,1,0,9,0,4,45,0,0
9461,41,0,0,0,9,0,5,32,0,0
9462,39,10,1,0,10,0,2,50,0,1
9463,57,4,1,0,13,0,2,40,0,1
9464,52,4,1,0,11,0,2,35,0,0
9465,41,10,0,0,11,0,0,40,0,0
9466,27,6,1,0,9,0,2,62,0,0
9467,36,4,0,0,12,3325,4,40,0,0
9468,33,6,1,2001,13,0,4,40,0,0
9469,66,14,1,0,10,0,2,40,1,0
9470,19,8,0,0,10,0,4,15,0,0
9471,44,5,1,0,9,0,2,40,0,0
9472,71,7,1,0,11,0,2,28,0,0
9473,61,10,1,0,13,0,4,40,0,0
9474,38,10,1,0,15,0,4,50,0,0
9475,48,10,1,0,15,15024,2,50,1,1
9476,25,4,0,0,13,0,4,20,0,0
9477,48,10,1,0,13,0,0,30,0,0
9478,34,1,0,0,10,0,0,40,0,0
9479,21,1,1,0,9,0,4,50,0,0
9480,27,8,1,0,9,0,4,40,0,0
9481,27,14,1,0,12,0,2,40,0,0
9482,50,4,1,0,9,4386,2,40,1,1
9483,47,5,1,0,9,15024,2,50,1,1
9484,74,12,1,0,10,0,5,16,0,0
9485,56,4,1,0,10,0,2,40,1,1
9486,39,12,1,0,13,0,2,40,1,1
9487,17,12,0,0,8,0,4,20,0,0
9488,55,1,0,0,10,0,0,38,0,0
9489,19,0,0,0,10,0,4,40,0,0
9490,29,10,1,0,13,0,2,55,1,0
9491,21,0,1,0,10,0,4,80,0,0
9492,35,10,1,1902,16,0,2,40,1,1
9493,75,10,1,0,16,25124,6,20,1,1
9494,57,14,1,0,9,0,2,72,0,0
9495,39,4,0,0,9,0,4,50,0,0
9496,41,3,1,0,13,0,5,35,0,0
9497,53,12,0,0,9,0,4,40,0,0
9498,36,4,1,0,13,0,2,50,0,1
9499,23,10,1,0,10,0,4,50,0,0
9500,45,10,1,0,13,0,2,45,1,1
9501,26,1,0,0,13,0,4,40,0,0
9502,61,10,1,0,12,0,0,40,0,0
9503,43,12,1,0,9,0,2,68,1,0
9504,37,1,0,0,10,0,4,60,0,0
9505,51,7,1,0,9,0,2,40,1,0
9506,53,12,1,0,10,0,2,60,1,0
9507,35,4,1,0,13,0,4,40,0,0
9508,62,3,1,0,4,0,2,40,0,0
9509,31,3,1,1902,9,0,2,40,1,1
9510,32,8,0,0,7,0,0,40,0,0
9511,45,4,0,0,10,0,6,55,0,0
9512,25,0,0,0,10,0,4,42,0,0
9513,26,6,1,0,13,0,4,44,0,0
9514,60,8,1,0,9,0,2,40,0,0
9515,58,1,0,0,9,0,2,40,1,1
9516,38,0,0,0,10,0,2,40,0,0
9517,23,4,0,0,11,0,5,40,0,0
9518,51,4,1,0,10,0,4,40,0,0
9519,27,8,0,0,9,0,4,40,0,0
9520,80,5,1,0,4,0,4,20,0,0
9521,40,7,1,0,10,0,4,48,0,0
9522,31,10,0,0,15,0,2,99,1,0
9523,40,10,1,0,16,0,2,45,0,1
9524,52,5,1,0,2,0,2,56,1,0
9525,39,12,1,0,12,0,2,50,1,1
9526,46,8,1,0,9,0,4,15,0,0
9527,22,4,1,0,11,0,4,40,0,0
9528,35,1,0,0,9,0,0,40,0,0
9529,58,1,1,0,13,7688,2,50,1,1
9530,43,1,1,0,13,0,2,40,1,1
9531,45,3,1,0,9,0,2,40,0,0
9532,31,8,0,0,9,0,0,28,0,0
9533,22,6,1,0,11,0,4,40,0,0
9534,55,3,1,0,10,0,2,40,0,1
9535,42,12,1,0,13,0,2,60,1,0
9536,44,4,1,0,12,0,0,60,1,0
9537,35,10,0,0,13,15024,2,35,1,1
9538,35,3,1,0,12,0,2,40,0,1
9539,39,3,1,0,9,0,2,40,1,0
9540,45,4,0,0,12,0,4,40,0,0
9541,51,3,1,0,12,0,2,45,1,1
9542,37,14,1,0,7,0,2,40,0,0
9543,51,10,0,0,9,0,0,40,0,0
9544,50,4,1,0,9,7688,2,50,1,1
9545,43,1,1,0,10,0,4,25,0,0
9546,35,8,0,0,9,0,3,52,0,0
9547,26,9,0,0,13,0,4,35,0,0
9548,70,4,1,0,13,0,2,20,0,0
9549,26,3,1,0,11,0,4,48,0,0
9550,41,4,1,0,14,99999,2,55,1,1
9551,61,14,1,0,9,0,5,45,1,0
9552,20,0,0,0,9,0,4,28,0,0
9553,51,14,1,0,9,0,2,40,0,0
9554,21,0,0,0,9,0,4,40,0,0
9555,19,8,0,0,9,0,4,25,0,0
9556,36,10,1,0,10,0,2,20,1,0
9557,57,10,1,0,13,0,2,50,1,1
9558,70,7,1,0,13,0,6,32,0,0
9559,63,7,0,0,9,0,6,40,0,0
9560,51,1,0,0,10,0,6,40,0,0
9561,23,13,1,0,10,0,2,42,0,0
9562,45,10,0,0,10,0,0,32,0,0
9563,41,4,1,0,13,0,2,40,1,1
9564,45,1,0,0,9,0,3,30,0,0
9565,54,12,1,0,14,0,2,40,0,1
9566,38,7,1,0,9,0,2,40,0,0
9567,34,7,1,0,7,0,2,40,0,0
9568,45,3,1,0,9,0,0,40,0,0
9569,23,8,0,0,13,0,4,20,0,0
9570,74,8,0,0,9,0,6,12,0,0
9571,23,1,1,0,10,0,2,12,0,0
9572,26,8,0,0,9,0,2,40,0,0
9573,59,5,1,0,3,0,2,40,0,0
9574,35,3,1,0,10,0,5,40,0,0
9575,21,12,1,0,10,0,4,40,0,0
9576,34,7,1,0,9,0,2,40,0,0
9577,54,12,0,1408,13,0,0,38,0,0
9578,35,13,1,0,10,0,2,40,1,0
9579,45,4,0,0,9,0,0,30,0,0
9580,46,12,1,0,9,5013,2,50,0,0
9581,28,7,1,0,9,0,2,50,0,0
9582,56,0,1,0,9,0,0,10,0,0
9583,18,6,1,0,9,0,4,50,0,0
9584,31,10,1,0,13,0,2,35,0,1
9585,49,12,0,0,9,0,0,30,0,0
9586,29,10,1,0,13,0,2,40,0,1
9587,59,14,1,0,9,0,2,40,1,1
9588,26,10,0,0,14,0,4,10,0,0
9589,20,12,0,0,10,0,4,40,0,0
9590,35,8,0,0,9,0,4,40,0,0
9591,49,7,0,0,5,0,0,40,0,0
9592,35,14,0,0,9,0,3,40,0,0
9593,41,4,0,0,7,0,0,36,0,0
9594,37,12,1,2258,10,0,0,40,0,0
9595,29,3,1,0,13,0,4,40,0,0
9596,31,14,1,0,9,0,0,40,0,0
9597,41,3,0,0,11,0,0,45,0,0
9598,65,1,0,0,10,0,5,38,0,0
9599,28,4,1,1669,10,0,4,60,0,0
9600,55,14,1,0,9,0,2,60,0,0
9601,26,10,1,0,13,0,4,40,1,0
9602,33,3,1,0,9,0,2,40,1,0
9603,24,4,1,0,9,0,4,40,0,0
9604,45,4,1,0,10,0,2,80,0,0
9605,32,1,0,0,13,0,4,40,0,0
9606,40,13,1,0,12,0,2,44,0,1
9607,41,8,0,0,8,0,2,10,0,0
9608,42,4,1,0,11,0,2,50,0,1
9609,56,10,1,0,13,0,2,40,1,1
9610,30,6,1,0,7,0,3,40,0,0
9611,52,7,1,0,4,0,2,40,0,0
9612,51,10,1,0,15,0,2,40,1,1
9613,31,0,1,0,13,0,4,40,0,0
9614,44,10,0,0,14,8614,0,35,1,1
9615,43,10,1,0,14,15024,2,40,1,1
9616,33,3,1,0,6,0,0,35,0,0
9617,24,4,1,0,13,0,4,40,0,0
9618,33,7,1,0,9,99999,2,56,1,1
9619,23,10,0,0,13,0,4,38,0,0
9620,53,10,1,0,15,0,0,60,1,1
9621,50,12,1,0,9,0,2,40,0,1
9622,42,4,1,0,10,0,0,90,1,0
9623,25,6,1,0,4,0,4,40,0,0
9624,21,10,0,0,9,0,4,55,0,0
9625,46,8,1,0,10,0,4,45,0,0
9626,42,3,1,0,5,0,2,40,0,0
9627,25,12,0,0,9,0,4,40,0,0
9628,25,12,0,0,13,0,4,40,0,0
9629,34,1,1,0,9,0,2,45,1,0
9630,22,12,1,0,9,0,3,55,0,0
9631,19,0,0,0,10,0,4,35,0,0
9632,28,3,1,0,9,0,2,40,0,0
9633,41,8,0,0,14,0,0,30,0,0
9634,26,1,0,0,9,0,5,40,0,0
9635,19,8,1,0,11,0,4,16,0,0
9636,32,3,1,0,9,2407,2,40,0,0
9637,72,0,0,0,13,991,5,7,0,0
9638,35,12,0,0,9,0,0,50,0,0
9639,69,0,1,0,13,0,2,40,0,0
9640,29,3,1,0,9,0,2,40,0,0
9641,36,10,1,0,14,0,2,40,1,1
9642,33,10,1,0,14,0,2,45,1,0
9643,43,7,1,0,10,0,2,50,0,0
9644,33,1,0,0,13,0,4,40,0,0
9645,26,10,1,0,10,0,4,3,0,0
9646,67,1,0,0,9,0,0,15,0,0
9647,31,1,1,0,10,0,2,40,0,0
9648,20,6,1,0,9,0,4,40,0,0
9649,34,10,0,0,13,0,4,40,0,0
9650,24,11,1,0,12,0,2,50,0,0
9651,32,10,1,0,16,0,4,77,0,1
9652,50,12,1,0,13,0,2,60,0,0
9653,23,8,0,0,10,0,4,20,0,0
9654,29,1,1,0,10,0,4,40,0,0
9655,41,8,1,0,9,0,4,6,0,0
9656,19,8,1,0,10,0,4,20,0,0
9657,30,7,1,0,9,0,2,60,0,0
9658,53,10,1,0,9,4787,0,46,1,1
9659,17,12,0,0,6,0,4,10,0,0
9660,42,10,0,0,11,0,0,40,0,0
9661,33,10,1,0,16,0,2,20,0,0
9662,21,12,1,0,10,0,4,30,0,0
9663,52,3,1,0,9,0,2,40,0,0
9664,35,6,1,0,9,0,2,35,0,0
9665,57,12,1,0,13,0,2,50,1,1
9666,66,4,1,0,13,10605,2,40,1,1
9667,34,8,0,0,6,0,4,40,0,0
9668,39,4,1,0,12,0,4,42,0,0
9669,43,12,1,0,13,0,4,50,1,1
9670,42,4,1,0,9,0,2,55,1,0
9671,23,6,1,0,9,0,4,40,0,0
9672,44,14,1,0,9,0,4,50,0,0
9673,52,10,1,0,9,0,2,40,0,1
9674,22,8,1,0,9,14084,4,60,1,1
9675,28,3,0,0,10,0,0,40,0,0
9676,52,1,1,0,11,0,2,25,0,0
9677,30,6,1,0,12,0,4,40,0,0
9678,27,12,1,0,12,0,4,52,0,0
9679,20,8,1,0,10,0,4,27,0,0
9680,75,0,0,0,9,0,6,16,0,0
9681,27,11,0,0,13,0,4,40,0,0
9682,39,1,0,0,10,2174,4,45,0,0
9683,45,10,0,0,10,0,2,40,1,1
9684,48,13,1,0,11,0,2,40,1,1
9685,42,4,1,0,13,0,2,50,1,1
9686,22,8,0,0,11,0,4,36,0,0
9687,35,12,0,0,9,0,4,40,0,0
9688,61,14,1,0,6,0,2,40,0,0
9689,38,0,1,0,10,0,2,40,0,0
9690,28,7,1,0,9,0,4,50,0,0
9691,23,1,0,0,13,0,4,40,0,0
9692,38,10,0,0,9,0,2,40,0,0
9693,69,12,1,0,9,0,2,35,0,0
9694,38,0,0,0,14,0,2,48,1,0
9695,38,10,1,0,14,0,2,40,0,1
9696,24,3,1,0,9,0,4,40,0,0
9697,41,12,1,0,11,0,2,40,0,1
9698,20,1,0,0,10,0,4,25,0,0
9699,39,10,1,0,13,0,2,40,1,1
9700,58,9,0,0,9,0,6,28,0,0
9701,47,10,1,0,14,0,0,40,1,0
9702,62,4,1,0,9,0,2,50,0,0
9703,30,10,0,0,14,0,0,65,0,0
9704,25,4,1,0,10,0,4,40,0,0
9705,37,8,0,0,9,0,0,40,0,0
9706,54,12,1,0,13,0,2,50,1,1
9707,30,1,0,0,10,0,4,44,0,0
9708,23,7,0,0,10,0,4,20,0,0
9709,29,3,1,0,10,0,2,50,0,0
9710,22,10,0,0,13,0,4,35,0,0
9711,49,11,1,0,10,0,2,40,0,0
9712,25,6,1,0,9,0,2,40,0,0
9713,29,14,1,0,9,0,4,40,0,0
9714,19,12,0,0,10,0,4,7,0,0
9715,42,3,1,0,9,0,2,40,0,0
9716,51,4,1,0,9,0,0,37,1,0
9717,35,12,0,0,13,8614,4,45,1,1
9718,44,3,0,0,11,4386,2,40,1,1
9719,34,1,0,0,1,0,4,25,0,0
9720,37,3,1,0,9,0,2,50,1,0
9721,33,7,1,0,11,0,2,40,0,0
9722,28,1,0,0,10,0,5,40,0,0
9723,21,3,1,0,11,0,2,50,0,0
9724,38,14,1,0,9,0,2,40,1,0
9725,56,12,0,0,10,0,0,40,0,0
9726,18,8,0,0,7,0,4,16,0,0
9727,39,10,1,0,13,0,4,35,0,0
9728,46,12,0,0,4,0,2,30,0,0
9729,36,8,0,0,9,0,2,2,0,0
9730,67,0,1,0,13,0,2,40,0,0
9731,29,1,0,0,11,0,4,40,0,0
9732,23,1,0,0,13,0,4,46,0,0
9733,59,4,0,0,10,0,0,52,0,1
9734,31,10,1,0,13,0,2,40,0,0
9735,42,8,0,0,9,0,5,60,0,0
9736,34,12,1,0,13,0,2,54,0,0
9737,51,8,0,0,10,0,0,56,0,0
9738,34,12,0,0,12,0,0,45,0,0
9739,73,12,0,0,9,0,2,25,0,0
9740,49,10,1,0,9,0,2,40,1,0
9741,70,0,0,0,10,0,6,25,0,0
9742,45,12,1,0,10,0,2,65,1,1
9743,29,14,1,0,10,0,2,40,0,0
9744,70,10,0,0,13,0,6,30,0,0
9745,49,14,1,0,10,0,2,50,1,1
9746,55,0,1,0,13,0,2,40,0,1
9747,47,14,1,1887,10,0,2,40,1,1
9748,64,1,1,0,10,0,2,40,0,0
9749,20,0,1,0,10,0,4,40,0,0
9750,39,11,0,0,10,0,0,30,0,0
9751,42,1,0,0,9,0,2,36,1,0
9752,55,7,0,0,10,0,0,40,0,0
9753,23,7,1,0,10,0,4,40,0,0
9754,19,0,0,0,4,0,3,35,0,0
9755,33,4,0,0,9,0,4,40,0,0
9756,19,0,1,0,7,0,4,25,0,0
9757,48,14,1,2002,7,0,2,40,0,0
9758,26,4,1,0,9,0,2,40,0,0
9759,58,1,0,0,12,0,0,40,0,0
9760,29,12,0,0,13,0,4,50,1,0
9761,36,4,1,0,9,0,2,60,1,1
9762,34,12,1,0,13,0,2,55,0,0
9763,24,10,0,0,16,0,4,99,0,0
9764,67,0,0,0,5,2050,0,40,0,0
9765,43,7,0,0,9,0,2,21,0,0
9766,33,13,1,0,11,0,2,40,0,0
9767,26,0,1,2002,13,0,2,40,0,0
9768,18,6,1,1602,7,0,4,40,0,0
9769,59,1,1,0,13,7298,2,38,1,1
9770,21,13,0,0,10,0,4,35,0,0
9771,39,11,0,0,9,0,2,15,1,0
9772,35,3,1,0,10,0,2,50,0,0
9773,25,14,1,0,13,0,4,60,0,0
9774,32,8,1,0,11,0,4,40,0,0
9775,27,7,1,0,11,0,4,45,0,0
9776,44,7,1,0,10,0,5,40,0,0
9777,28,1,1,0,4,0,4,40,0,0
9778,18,5,1,0,8,0,4,50,0,0
9779,42,12,1,0,13,0,2,40,1,1
9780,39,4,0,2559,16,0,0,60,1,1
9781,36,10,1,0,13,0,0,45,0,1
9782,42,14,1,1980,9,0,0,46,0,1
9783,26,8,1,0,12,0,4,40,0,0
9784,22,8,0,0,10,0,4,20,0,0
9785,49,12,0,0,13,0,6,40,0,0
9786,34,10,0,0,14,0,4,50,0,0
9787,21,0,0,0,10,0,4,40,0,0
9788,46,10,1,0,13,3103,2,40,1,1
9789,28,12,0,0,10,0,4,50,0,0
9790,58,14,1,0,9,0,2,60,1,0
9791,23,3,1,0,10,0,4,37,0,0
9792,33,12,1,0,11,0,0,40,0,0
9793,55,12,0,0,9,0,2,50,0,0
9794,42,11,1,0,10,0,2,48,0,0
9795,31,10,1,0,13,0,2,40,1,0
9796,31,10,1,0,13,7688,2,40,1,1
9797,32,4,0,0,6,0,2,35,0,0
9798,47,14,1,0,9,0,2,48,0,0
9799,32,1,1,0,12,2174,4,40,0,0
9800,32,3,1,0,9,0,4,38,0,0
9801,30,14,0,0,10,0,4,40,0,0
9802,38,1,0,0,6,0,5,40,0,0
