,id,age,education_num,capital_gain,capital_loss,hours_week,over_50k,workclass,education_level,marital_status,occupation,relationship,race,sex,country
47894,47895,17,7,0,0,15,0,4,1,4,12,3,4,0,39
37346,37347,37,14,0,0,70,0,4,12,2,10,0,4,1,39
24702,24703,22,10,0,0,35,0,4,15,4,1,1,4,0,39
8869,8870,33,9,0,0,40,1,4,11,2,12,0,4,1,39
36454,36455,27,10,0,0,32,0,4,15,4,12,1,4,1,39
37517,37518,22,9,0,0,40,0,4,11,5,1,2,4,0,39
40814,40815,32,9,0,0,40,1,4,11,2,3,0,4,1,39
6224,6225,52,14,0,0,40,1,2,12,2,10,5,4,0,39
6765,6766,28,10,0,0,50,1,4,15,2,3,0,4,1,11
6870,6871,30,13,0,0,40,1,4,9,4,13,1,4,0,39
16635,16636,48,14,0,0,40,1,6,12,6,4,4,4,0,0
23242,23243,20,9,0,0,48,0,4,11,4,12,1,4,1,39
46235,46236,25,9,0,0,40,0,4,11,4,14,1,4,1,39
32131,32132,48,15,0,1977,45,1,4,14,2,10,0,4,1,39
7458,7459,21,10,0,0,20,0,4,15,4,1,3,4,0,39
35479,35480,45,14,0,0,70,0,7,12,0,4,1,4,0,39
17123,17124,46,9,0,0,40,0,4,11,0,4,1,4,0,39
28525,28526,47,10,0,1876,40,0,2,15,0,10,1,4,0,39
28156,28157,21,10,0,0,40,0,4,15,4,8,3,4,0,39
18250,18251,33,13,0,0,45,1,4,9,4,12,1,4,1,39
26168,26169,29,9,0,0,40,1,4,11,2,3,0,4,1,39
36133,36134,47,9,0,2444,50,1,4,11,6,4,1,4,0,39
10305,10306,33,9,0,0,35,0,4,11,2,6,0,4,1,19
1946,1947,57,14,0,0,40,0,4,12,0,10,1,4,0,39
39316,39317,20,10,0,0,40,0,5,15,4,6,3,4,0,39
34144,34145,21,13,0,0,30,0,4,9,4,12,3,2,0,39
21283,21284,46,15,0,1902,45,1,6,14,2,10,0,4,1,39
42101,42102,51,16,0,0,60,1,4,10,2,10,0,4,1,39
16464,16465,67,4,0,0,20,0,2,5,6,8,1,4,0,39
14179,14180,37,13,1151,0,35,0,2,9,0,10,4,4,0,39
9131,9132,51,14,0,0,60,1,6,12,0,10,4,4,1,39
38458,38459,39,9,0,0,55,0,4,11,5,3,4,4,1,39
19682,19683,35,13,0,0,40,0,4,9,4,10,1,4,0,39
7409,7410,44,13,7688,0,40,1,4,9,2,10,0,4,1,39
25915,25916,33,13,15024,0,50,1,4,9,2,4,0,4,1,39
20383,20384,35,13,0,0,40,0,4,9,3,10,1,1,0,30
35690,35691,66,4,0,0,40,0,4,5,2,14,0,2,1,39
38339,38340,78,2,0,0,20,0,4,3,6,6,2,4,1,27
40955,40956,50,12,0,0,50,0,6,7,2,3,0,4,1,39
31439,31440,17,7,0,0,30,0,4,1,4,6,3,4,1,39
42005,42006,18,7,0,0,23,0,4,1,4,6,3,4,1,39
41291,41292,23,13,0,0,40,0,4,9,4,10,1,4,0,39
15599,15600,31,9,0,0,40,0,4,11,0,4,4,2,0,39
40604,40605,28,12,0,0,40,0,4,7,4,12,1,4,0,0
44878,44879,64,10,0,0,35,0,2,15,2,11,0,4,1,39
36957,36958,30,6,0,0,40,0,4,0,2,3,0,4,1,39
24064,24065,50,9,0,0,48,1,5,11,2,12,0,4,1,39
16886,16887,20,10,0,0,15,0,4,15,4,8,3,4,0,39
11868,11869,49,6,0,0,40,0,7,0,2,8,0,4,1,39
42994,42995,42,4,0,0,99,0,4,5,2,6,0,4,1,39
35954,35955,40,10,0,1902,50,1,4,15,2,4,0,4,1,39
13059,13060,24,9,0,0,40,0,4,11,2,12,0,4,1,26
37736,37737,46,13,0,0,40,1,4,9,2,1,0,1,1,30
24223,24224,44,11,7688,0,40,1,2,8,2,3,0,4,1,39
8095,8096,24,9,0,0,30,0,4,11,4,8,3,4,0,39
38795,38796,37,9,5013,0,44,0,4,11,2,7,0,4,1,39
24233,24234,28,9,0,0,40,0,4,11,2,1,0,4,1,39
7469,7470,21,10,0,1974,40,0,4,15,4,10,3,1,1,39
40928,40929,43,10,0,0,50,0,6,15,2,7,5,4,0,39
3324,3325,59,14,0,0,40,0,4,12,6,10,1,4,0,39
19830,19831,42,9,0,0,35,0,0,11,3,0,1,4,1,39
43843,43844,33,3,0,0,35,0,4,4,4,7,1,4,1,39
46431,46432,28,10,0,0,48,0,0,15,4,0,1,1,1,19
15951,15952,31,9,0,0,27,0,4,11,2,1,5,4,0,39
126,127,20,10,0,1719,28,0,4,15,4,1,3,4,0,39
38972,38973,28,10,0,0,47,0,4,15,4,6,1,0,1,26
21949,21950,46,13,0,2415,35,1,4,9,2,1,0,1,1,30
10337,10338,54,9,0,0,50,0,4,11,2,8,0,4,1,39
37171,37172,45,13,0,0,45,1,0,9,2,0,0,2,1,39
29350,29351,18,10,0,0,32,0,1,15,4,12,3,4,0,39
26395,26396,35,10,0,0,40,0,4,15,3,1,1,2,0,39
17314,17315,76,10,0,0,40,0,0,15,6,0,4,4,0,39
26268,26269,37,16,0,2559,60,1,6,10,4,10,1,4,0,39
14995,14996,42,10,0,0,38,0,4,15,0,1,4,4,0,39
20882,20883,54,9,0,0,45,0,4,11,2,4,0,4,1,39
857,858,59,9,0,0,40,1,4,11,2,8,0,4,1,39
23450,23451,45,10,0,0,48,0,4,15,0,1,4,4,0,39
16847,16848,32,7,13550,0,60,1,4,1,4,3,1,0,1,39
4253,4254,44,9,0,0,40,0,4,11,0,1,4,2,0,39
45086,45087,21,9,0,0,36,0,4,11,4,8,3,2,1,39
9559,9560,42,16,27828,0,60,1,4,10,3,8,1,4,1,0
1772,1773,51,11,3103,0,50,1,4,8,2,3,0,4,1,39
35574,35575,53,9,0,0,40,0,7,11,2,8,0,4,1,39
38140,38141,27,10,0,0,40,0,4,15,4,4,1,2,0,39
47684,47685,38,10,0,0,80,1,4,15,2,4,0,4,1,39
24213,24214,24,10,0,0,40,0,7,15,4,1,3,1,1,0
4134,4135,38,9,0,0,48,0,4,11,0,1,4,4,0,39
29452,29453,38,10,0,0,40,0,4,15,2,12,5,4,0,39
44233,44234,37,5,0,0,40,0,4,6,2,8,5,1,0,17
23456,23457,24,9,2597,0,40,0,4,11,4,1,1,4,0,39
26332,26333,55,16,0,1977,55,1,4,10,2,10,0,4,1,0
27071,27072,35,14,0,0,50,1,4,12,2,4,0,1,1,39
6943,6944,63,13,0,0,40,0,4,9,0,4,1,4,0,39
42431,42432,32,11,3411,0,40,0,7,8,2,13,0,4,1,39
17384,17385,45,2,0,0,40,0,4,3,2,8,5,4,0,39
30668,30669,39,13,0,0,40,0,4,9,0,12,1,4,0,39
37274,37275,39,14,0,0,50,1,4,12,4,4,1,4,1,39
14396,14397,39,13,15024,0,50,1,6,9,2,10,0,4,1,24
42550,42551,29,9,0,0,34,0,4,11,0,12,1,4,1,39
8400,8401,26,13,13550,0,50,1,4,9,4,10,1,4,1,39
31129,31130,31,9,0,0,15,0,4,11,0,8,3,4,0,39
3905,3906,56,4,0,2002,40,0,4,5,2,6,0,4,1,39
26362,26363,32,10,2597,0,40,0,4,15,2,4,3,4,0,24
20973,20974,21,9,0,0,36,0,4,11,4,6,3,4,1,39
34065,34066,43,10,0,0,40,1,4,15,2,4,0,4,1,39
675,676,22,9,2597,0,40,0,4,11,4,12,3,4,0,39
3419,3420,39,10,0,0,45,0,4,15,4,4,1,4,1,39
44444,44445,44,10,0,0,40,0,4,15,2,3,0,2,1,39
33883,33884,29,10,0,0,40,0,4,15,4,8,1,4,0,39
14272,14273,52,13,0,0,60,0,5,9,2,4,0,4,1,39
32327,32328,28,13,0,0,40,0,4,9,4,10,1,1,1,17
17726,17727,28,8,0,0,40,0,4,2,2,7,2,3,1,7
21948,21949,45,5,0,0,15,0,4,6,4,8,1,4,0,39
16680,16681,20,10,0,0,54,0,7,15,4,4,3,4,1,39
21933,21934,67,10,7978,0,35,0,4,15,0,1,1,4,1,39
16282,16283,38,9,0,0,40,1,4,11,2,4,0,4,1,39
48706,48707,22,9,0,0,40,0,4,11,2,7,5,4,0,39
4356,4357,50,10,0,0,40,0,1,15,0,4,4,4,1,39
28785,28786,50,9,0,0,40,0,4,11,0,7,1,0,0,39
23666,23667,35,10,0,0,38,0,2,15,0,1,3,4,0,39
30891,30892,18,9,0,0,40,0,4,11,4,12,3,4,0,39
48051,48052,41,11,0,0,40,0,2,8,5,3,4,2,1,39
35561,35562,34,9,2174,0,40,0,4,11,4,6,3,4,1,39
33037,33038,39,4,4508,0,40,0,4,5,2,8,0,4,1,26
42210,42211,40,9,0,0,40,0,4,11,5,1,4,2,0,23
33765,33766,35,9,0,0,60,1,4,11,2,4,0,4,1,39
618,619,52,13,0,0,55,0,5,9,2,12,0,4,1,39
40410,40411,54,9,0,0,56,0,6,11,2,5,0,4,1,39
29490,29491,29,9,0,2057,20,0,4,11,2,1,5,4,0,39
14631,14632,22,11,0,0,36,0,4,8,4,8,3,2,0,39
18796,18797,68,9,3818,0,40,0,4,11,2,1,0,4,1,39
37972,37973,39,10,0,0,50,0,4,15,2,3,0,4,1,39
13823,13824,30,4,0,0,50,0,4,5,4,3,1,4,1,39
28746,28747,38,13,15024,0,50,1,4,9,2,4,0,4,1,39
4951,4952,40,9,0,0,60,1,4,11,2,12,0,4,1,39
20719,20720,20,10,0,0,20,0,4,15,4,1,3,4,0,39
26494,26495,31,14,0,0,6,0,4,12,2,10,0,1,1,35
27190,27191,43,13,1506,0,36,0,7,9,0,10,4,4,0,39
33489,33490,39,6,0,0,70,0,6,0,2,14,0,4,1,39
44095,44096,38,7,0,0,60,0,6,1,2,8,0,4,1,39
36126,36127,53,10,0,0,40,0,7,15,2,6,0,4,1,39
38817,38818,20,10,0,0,40,0,7,15,4,13,3,4,1,39
28970,28971,33,14,0,0,50,1,4,12,2,4,5,4,0,39
28993,28994,20,9,0,0,40,0,4,11,4,3,1,4,1,39
27021,27022,49,9,0,0,25,0,4,11,2,5,0,4,1,39
43313,43314,56,10,0,0,40,0,4,15,4,3,4,4,1,39
44997,44998,30,9,0,0,50,0,4,11,2,10,0,4,1,39
20496,20497,32,9,0,0,55,0,4,11,2,14,0,4,1,39
38302,38303,21,10,0,0,40,0,4,15,4,10,3,4,0,39
14266,14267,65,13,0,0,40,1,4,9,2,4,0,4,1,39
30183,30184,43,10,0,0,38,0,4,15,0,7,4,2,0,39
44766,44767,58,8,0,0,40,0,4,2,2,3,0,4,1,39
41570,41571,46,10,0,1902,55,1,4,15,2,12,0,4,1,39
13238,13239,25,13,0,0,38,1,2,9,2,10,5,4,0,39
32940,32941,23,9,0,0,15,0,4,11,4,3,2,4,1,39
17180,17181,45,10,0,0,45,0,4,15,0,12,3,4,1,39
23813,23814,40,13,0,0,70,0,2,9,0,10,4,4,0,39
12640,12641,36,11,0,0,38,0,4,8,2,6,0,4,1,39
36586,36587,39,10,0,0,40,0,4,15,4,3,3,4,1,39
47640,47641,57,13,0,0,45,1,4,9,2,11,5,4,0,11
18647,18648,32,9,0,0,40,0,2,11,2,3,0,4,1,39
7743,7744,20,9,0,0,8,0,4,11,4,8,1,4,1,39
13201,13202,28,5,0,0,50,1,4,6,4,3,1,4,1,0
41249,41250,68,9,0,0,35,0,6,11,6,3,1,4,0,39
13541,13542,59,4,0,0,32,0,4,5,4,8,2,4,1,39
8402,8403,69,13,0,2282,40,1,4,9,6,10,1,4,1,39
4998,4999,26,9,0,0,60,0,4,11,4,1,1,4,1,39
34827,34828,41,10,0,0,40,1,4,15,2,3,0,4,1,39
48812,48813,81,11,2936,0,20,0,0,8,2,0,0,4,1,39
8252,8253,30,9,0,0,45,1,4,11,4,14,1,4,1,39
12149,12150,22,8,0,0,50,0,4,2,3,8,4,2,0,39
39342,39343,46,12,0,0,40,1,4,7,2,13,0,4,1,39
44454,44455,18,9,0,0,20,0,4,11,4,12,3,1,0,39
39299,39300,28,9,0,0,50,0,4,11,2,8,0,4,1,39
4617,4618,32,11,0,0,40,0,1,8,4,10,2,1,1,39
6695,6696,35,9,0,0,38,0,4,11,2,8,5,4,0,39
8773,8774,49,9,0,0,40,1,7,11,2,10,0,4,1,39
45180,45181,43,11,0,1726,40,0,1,8,0,6,4,2,1,39
606,607,51,14,0,0,40,1,4,12,2,3,0,4,1,39
33988,33989,17,6,0,0,15,0,0,0,4,0,3,4,0,39
17064,17065,19,10,0,0,25,0,4,15,4,12,3,4,0,39
1087,1088,29,13,0,0,35,0,4,9,4,4,1,4,1,39
40537,40538,40,12,0,0,40,1,4,7,2,4,0,4,1,39
31702,31703,36,9,5013,0,40,0,4,11,2,3,0,4,1,22
28803,28804,45,9,0,0,48,1,5,11,2,4,0,4,1,39
29676,29677,52,13,0,1755,40,1,4,9,0,10,4,4,0,39
26341,26342,35,9,0,0,40,0,4,11,0,3,1,4,0,39
10923,10924,30,9,0,0,40,0,4,11,4,6,3,4,1,39
28819,28820,53,10,7688,0,40,1,4,15,2,3,0,2,1,39
1525,1526,20,10,0,0,15,0,4,15,4,6,1,2,1,39
18738,18739,58,13,0,0,35,0,6,9,2,5,0,4,1,39
4006,4007,35,13,0,0,50,1,4,9,4,12,1,1,1,0
45013,45014,39,10,0,0,40,0,4,15,4,12,1,4,1,39
2808,2809,41,9,0,0,30,0,4,11,0,8,4,4,0,39
6710,6711,25,13,0,0,40,0,7,9,4,10,1,4,0,39
30377,30378,52,9,3325,0,40,0,4,11,0,3,1,4,1,39
30617,30618,52,13,0,0,45,1,1,9,2,4,0,4,1,39
8335,8336,56,10,0,0,35,0,7,15,0,1,1,4,0,39
11497,11498,21,10,0,0,40,0,4,15,4,3,1,4,1,39
44286,44287,52,10,0,0,36,1,4,15,2,14,0,4,1,39
5031,5032,63,13,0,0,30,1,6,9,2,12,0,4,1,39
26293,26294,30,9,0,0,40,0,4,11,4,1,4,4,0,39
19950,19951,41,10,0,0,44,1,1,15,2,10,0,4,1,39
2755,2756,24,10,0,0,40,0,4,15,4,8,3,4,0,26
37848,37849,48,10,0,0,40,1,4,15,2,3,0,4,1,39
43269,43270,64,9,0,0,45,1,4,11,2,1,0,4,1,39
14242,14243,34,9,0,0,40,0,4,11,5,14,1,1,1,39
16419,16420,42,9,0,0,30,0,4,11,2,14,0,4,1,39
6339,6340,43,10,0,0,40,0,4,15,2,13,5,2,0,39
15926,15927,37,13,0,0,40,0,4,9,4,3,1,4,1,39
2310,2311,56,4,0,0,20,0,4,5,6,14,1,4,1,39
43232,43233,32,13,0,0,40,0,4,9,4,10,3,4,0,39
27009,27010,20,6,0,0,30,0,0,0,4,0,1,4,0,39
395,396,44,10,0,0,40,0,4,15,2,13,0,4,1,39
31972,31973,43,15,99999,0,40,1,5,14,2,4,0,4,1,39
42483,42484,28,9,0,0,40,0,1,11,4,10,3,4,0,39
18940,18941,65,9,0,0,40,0,4,11,6,1,4,4,0,39
12800,12801,50,13,0,0,40,1,4,9,2,12,0,4,1,39
33335,33336,42,9,5013,0,35,0,4,11,2,6,0,4,1,39
18310,18311,18,6,0,0,40,0,6,0,4,5,3,4,1,39
25006,25007,27,9,5178,0,40,1,4,11,2,3,0,4,1,39
38416,38417,57,10,0,0,40,1,7,15,2,10,0,4,1,39
7735,7736,49,9,0,0,60,0,6,11,2,12,0,4,1,12
38620,38621,43,14,0,0,40,1,1,12,2,4,0,4,1,39
37656,37657,40,10,0,0,60,0,4,15,2,10,0,4,1,39
1995,1996,44,10,0,0,50,0,4,15,0,7,1,4,1,39
12751,12752,40,13,7298,0,40,1,4,9,2,4,0,4,1,39
11329,11330,29,9,0,0,40,1,1,11,2,13,0,4,1,39
32823,32824,29,10,0,0,40,0,4,15,4,10,1,4,0,39
44106,44107,47,9,0,0,40,1,4,11,2,1,5,4,0,39
6175,6176,30,9,0,0,40,0,4,11,4,3,4,1,1,40
39007,39008,50,14,0,0,50,1,5,12,2,4,0,4,1,39
32063,32064,30,11,7298,0,16,1,4,8,2,10,3,4,0,39
43333,43334,51,10,0,0,99,0,6,15,2,8,0,4,1,39
18884,18885,27,13,0,0,40,0,4,9,4,8,1,4,1,39
13452,13453,21,10,2176,0,20,0,4,15,4,1,3,4,0,39
22952,22953,35,10,0,0,40,0,4,15,2,5,0,4,1,26
16481,16482,26,13,0,0,40,0,4,9,4,4,1,4,0,39
13899,13900,43,9,0,0,50,1,4,11,2,1,5,4,0,2
6788,6789,28,7,0,0,40,0,4,1,5,3,4,4,0,39
21016,21017,36,9,0,0,50,1,4,11,2,1,0,4,1,39
24386,24387,62,10,7298,0,40,1,0,15,2,0,0,4,1,39
48383,48384,19,10,0,0,40,0,0,15,4,0,3,4,0,39
34181,34182,55,10,0,1977,45,1,5,15,2,4,0,4,1,39
6400,6401,22,13,0,0,8,0,1,9,4,13,3,4,1,39
15995,15996,63,9,0,0,40,0,4,11,6,7,2,2,0,14
31539,31540,47,7,0,0,55,0,6,1,0,4,4,4,0,39
20851,20852,24,10,0,0,40,0,4,15,4,6,3,2,1,39
27425,27426,41,9,0,0,45,0,7,11,0,4,4,4,0,39
26509,26510,45,9,0,0,40,0,4,11,0,1,4,4,0,39
19441,19442,50,10,0,0,50,0,4,15,2,6,0,4,1,39
47542,47543,37,10,0,0,45,0,4,15,5,12,1,4,1,39
19338,19339,18,9,0,0,30,0,4,11,4,8,3,4,0,39
31849,31850,21,11,0,0,98,0,6,8,4,5,3,4,1,39
38128,38129,31,10,5455,0,60,0,4,15,0,4,4,4,0,39
48624,48625,22,13,0,0,40,0,5,9,4,6,3,4,1,39
4311,4312,35,14,0,0,40,1,6,12,2,12,0,4,1,39
7091,7092,45,10,0,0,40,0,4,15,0,8,4,2,0,39
5762,5763,42,10,0,0,40,0,4,15,2,13,0,4,1,39
11116,11117,52,14,15024,0,60,1,5,12,2,10,0,4,1,39
26991,26992,27,13,0,0,40,0,7,9,4,10,3,2,0,39
30755,30756,50,9,0,0,40,0,2,11,6,14,4,4,0,39
35436,35437,36,9,0,0,30,0,4,11,2,3,5,4,0,39
37363,37364,44,11,0,2129,40,0,0,8,2,0,0,1,1,31
44825,44826,56,10,0,0,34,0,4,15,2,3,0,4,1,39
40145,40146,25,9,0,0,40,0,5,11,0,12,3,4,1,39
32207,32208,33,10,0,0,35,0,4,15,4,8,1,4,1,39
43603,43604,23,12,0,0,35,0,4,7,4,10,1,4,0,39
29877,29878,49,9,0,0,45,0,6,11,2,4,0,4,1,39
44334,44335,18,7,0,0,5,0,4,1,4,6,3,4,1,39
42627,42628,55,9,0,0,40,0,4,11,2,14,0,4,1,39
8650,8651,36,11,0,0,40,0,2,8,4,10,1,4,0,39
9295,9296,36,13,0,0,70,0,4,9,4,4,1,4,1,39
27542,27543,36,10,0,0,40,0,4,15,4,3,1,4,0,39
32059,32060,55,10,0,0,38,0,4,15,2,3,0,4,1,39
21382,21383,62,14,0,0,50,0,2,12,5,10,1,4,0,0
26545,26546,32,13,0,0,50,1,5,9,2,8,0,1,1,20
15542,15543,17,6,0,0,40,0,0,0,4,0,3,4,1,39
32493,32494,24,7,0,0,40,0,4,1,0,7,4,4,0,39
10227,10228,34,13,0,0,20,0,7,9,2,1,0,4,1,22
6826,6827,68,7,0,0,70,0,4,1,0,14,1,4,1,39
16110,16111,18,10,0,1721,20,0,4,15,4,8,3,4,1,39
36509,36510,44,9,0,0,40,0,4,11,2,3,0,3,1,33
22212,22213,52,9,0,0,40,0,2,11,0,1,4,2,0,39
45809,45810,52,4,0,0,60,0,4,5,2,7,0,4,1,39
22715,22716,47,9,0,0,40,0,7,11,2,13,0,4,1,39
1128,1129,41,10,0,0,45,0,6,15,0,8,4,4,1,39
4750,4751,65,10,0,0,35,1,5,15,2,12,0,4,1,39
35675,35676,31,9,0,0,50,1,6,11,2,4,0,4,1,39
20956,20957,36,13,0,0,50,0,6,9,2,5,0,4,1,39
27889,27890,17,7,1055,0,18,0,4,1,4,12,3,4,0,19
45534,45535,21,10,4416,0,24,0,4,15,4,1,3,4,0,39
27741,27742,68,10,0,0,20,0,4,15,0,12,1,4,0,39
30301,30302,23,6,0,0,40,0,4,0,2,7,3,1,0,40
27901,27902,28,15,0,0,50,0,4,14,4,10,1,4,0,39
45302,45303,45,14,0,2258,55,0,4,12,0,10,1,4,0,39
39580,39581,18,5,0,0,16,0,4,6,4,6,3,4,1,39
45899,45900,20,10,0,0,40,0,5,15,2,7,0,4,1,39
10469,10470,48,9,0,0,65,0,4,11,0,14,1,4,1,39
29897,29898,19,6,0,0,25,0,4,0,4,6,3,4,1,39
47263,47264,27,9,0,0,45,0,4,11,4,13,1,4,1,39
7272,7273,49,13,15024,0,40,1,2,9,2,11,0,2,1,39
11446,11447,54,10,0,0,40,0,6,15,0,3,1,4,1,0
35277,35278,66,9,0,0,40,1,4,11,2,3,0,4,1,39
6278,6279,52,9,0,2051,40,0,2,11,2,3,0,4,1,39
4123,4124,24,5,0,0,40,0,4,6,0,8,3,4,0,39
5567,5568,30,9,0,0,44,0,4,11,5,14,1,4,1,39
11285,11286,45,9,0,0,72,0,4,11,3,3,1,4,1,26
32092,32093,39,13,0,1887,40,1,4,9,2,4,0,4,1,39
7138,7139,34,11,0,0,40,1,4,8,2,8,0,4,1,39
43007,43008,41,13,0,0,45,1,4,9,0,4,1,4,0,39
21734,21735,49,10,0,0,20,0,7,15,0,10,1,4,0,39
21750,21751,21,10,0,0,12,0,4,15,4,1,3,4,0,39
46968,46969,43,14,7430,0,60,1,2,12,3,10,4,4,0,39
13610,13611,40,9,0,0,75,1,6,11,2,14,0,4,1,39
35558,35559,36,14,0,0,40,0,7,12,4,10,1,2,0,39
15572,15573,34,9,0,0,40,0,4,11,0,1,1,4,0,39
20376,20377,42,15,7430,0,44,1,6,14,0,10,4,4,0,39
41732,41733,32,14,0,0,60,1,4,12,2,12,0,4,1,39
24467,24468,27,11,0,0,40,0,4,8,4,4,3,4,1,39
28420,28421,31,10,0,0,40,0,4,15,0,1,4,4,0,39
5066,5067,45,9,0,0,50,0,4,11,2,4,0,4,1,39
26034,26035,60,9,7688,0,40,1,4,11,2,7,0,4,1,39
3476,3477,18,7,0,0,35,0,4,1,4,12,3,4,1,39
5878,5879,28,9,0,0,30,0,4,11,4,8,1,0,1,39
25523,25524,29,13,0,0,40,0,4,9,4,10,1,4,0,39
5945,5946,20,5,0,0,40,0,4,6,4,12,3,4,0,39
9775,9776,22,10,0,0,32,0,4,15,4,12,4,4,0,39
38719,38720,32,9,0,0,38,0,4,11,0,1,1,4,0,39
44489,44490,48,14,7688,0,50,1,2,12,2,10,0,4,1,39
17057,17058,45,7,0,0,40,0,4,1,6,8,4,4,0,39
6350,6351,37,10,0,0,45,0,4,15,0,1,4,4,0,39
29016,29017,44,8,0,0,35,0,2,2,2,8,2,4,0,26
23957,23958,29,10,0,0,40,1,1,15,4,8,1,4,0,39
12504,12505,28,10,0,0,35,1,4,15,2,8,0,4,1,39
41383,41384,19,10,0,0,20,0,4,15,4,8,3,4,1,39
31187,31188,23,9,0,0,40,0,4,11,4,7,3,4,1,39
45211,45212,36,10,0,0,50,0,4,15,4,3,1,4,1,39
33466,33467,41,16,0,0,60,0,4,10,2,10,0,4,1,39
33047,33048,20,9,0,0,40,0,4,11,4,14,3,4,1,39
34024,34025,74,11,0,0,40,0,4,8,6,9,1,4,0,39
26162,26163,25,10,0,0,30,0,4,15,5,9,2,4,0,8
16027,16028,48,10,0,0,40,0,6,15,0,6,3,4,0,39
16124,16125,51,9,0,0,40,0,4,11,2,11,0,4,1,39
22621,22622,43,10,0,0,40,0,4,15,2,11,0,4,1,39
18779,18780,50,13,0,0,50,1,4,9,4,4,1,4,1,39
13964,13965,49,9,0,0,40,0,4,11,4,3,4,4,0,33
14986,14987,40,9,0,0,84,0,6,11,2,5,0,4,1,39
17872,17873,41,9,0,0,50,0,4,11,0,4,1,4,1,39
47378,47379,49,13,0,0,45,1,1,9,2,4,0,4,1,39
33626,33627,53,12,0,0,40,0,7,7,0,1,4,0,0,39
22888,22889,22,9,0,0,40,0,4,11,4,1,2,2,1,39
11071,11072,58,6,0,0,50,1,4,0,2,14,0,4,1,39
34769,34770,45,9,0,0,60,0,4,11,2,12,0,4,1,39
34837,34838,28,10,0,0,60,0,4,15,4,8,1,2,1,39
44877,44878,18,9,0,0,20,0,4,11,4,8,3,4,0,39
47208,47209,41,13,0,0,60,1,4,9,2,4,0,4,1,39
38917,38918,55,9,0,0,40,0,4,11,0,3,4,4,1,39
10498,10499,74,9,0,2149,20,0,6,11,2,12,0,4,1,39
22806,22807,46,11,0,0,40,1,4,8,2,3,0,2,1,39
21981,21982,43,13,0,0,40,0,4,9,2,7,0,2,1,39
23244,23245,58,9,0,0,53,1,4,11,2,5,0,4,1,39
31844,31845,53,10,0,0,60,0,5,15,6,12,1,4,0,39
9251,9252,52,13,0,0,25,0,4,9,0,3,4,4,1,39
655,656,29,10,0,0,40,0,7,15,4,1,4,1,0,30
37292,37293,20,9,0,0,40,0,4,11,4,7,2,4,1,39
34053,34054,48,9,0,0,42,0,4,11,4,8,3,2,0,39
27208,27209,44,13,0,0,45,0,4,9,4,10,1,4,0,39
37805,37806,35,10,0,0,40,0,4,15,2,4,0,4,1,39
10147,10148,43,9,0,0,40,0,4,11,2,4,0,4,1,39
22726,22727,41,9,0,0,40,0,4,11,2,3,0,4,1,39
7226,7227,27,10,0,0,20,0,4,15,4,1,3,4,1,39
17326,17327,33,10,0,0,30,0,0,15,2,0,5,2,0,39
25834,25835,22,10,594,0,25,0,2,15,4,10,3,4,0,39
35896,35897,59,9,0,0,50,1,5,11,2,12,0,4,1,39
3495,3496,21,10,0,0,40,0,4,15,4,8,3,2,1,0
14109,14110,58,9,0,0,40,0,4,11,4,8,1,4,1,39
40668,40669,34,10,0,0,63,0,4,15,2,8,0,4,1,39
43438,43439,37,10,0,0,20,0,4,15,4,8,3,4,1,39
32655,32656,34,14,0,0,40,0,4,12,4,8,1,0,1,39
47715,47716,41,13,0,0,55,1,6,9,2,4,0,4,1,39
32538,32539,38,13,15020,0,45,1,4,9,0,10,4,2,0,39
4038,4039,35,9,0,0,50,0,4,11,5,14,3,4,1,39
35577,35578,34,6,0,0,30,0,2,0,2,8,5,0,0,39
11103,11104,35,14,0,0,50,1,4,12,2,4,0,4,1,39
25455,25456,31,10,0,0,40,0,4,15,2,1,0,4,1,39
36007,36008,64,9,2174,0,37,0,4,11,6,1,1,4,0,39
22283,22284,59,10,0,0,40,0,4,15,5,1,4,4,1,39
14773,14774,44,9,0,0,70,1,4,11,2,3,0,4,1,39
14610,14611,24,13,0,0,50,0,4,9,4,4,3,4,0,39
40888,40889,36,14,0,0,40,0,4,12,2,10,0,1,1,19
1307,1308,26,3,0,0,40,0,4,4,4,1,3,4,0,26
15575,15576,40,10,0,0,40,0,4,15,2,12,0,4,1,39
17239,17240,33,13,0,0,45,0,4,9,4,10,1,4,0,26
19661,19662,18,7,0,0,40,0,4,1,4,6,1,2,1,39
25402,25403,19,10,594,0,24,0,7,15,4,8,1,4,1,39
46216,46217,51,9,0,0,16,0,4,11,0,12,4,4,1,39
4733,4734,29,9,0,0,35,0,4,11,4,1,4,4,1,26
22966,22967,35,9,0,0,50,0,4,11,2,14,0,4,1,39
21528,21529,25,7,0,0,40,0,0,1,4,0,3,4,1,39
36950,36951,44,9,0,0,40,0,4,11,4,1,3,4,0,39
11444,11445,34,10,0,0,62,0,4,15,2,8,0,4,1,26
28606,28607,39,13,0,0,40,0,7,9,2,10,0,4,1,39
36851,36852,23,9,0,0,40,0,4,11,5,1,1,4,0,39
28687,28688,58,4,0,0,40,1,6,5,2,14,0,4,1,39
28672,28673,24,10,0,0,35,0,4,15,2,3,0,4,1,39
41478,41479,30,4,0,0,40,0,4,5,2,5,0,4,1,26
35842,35843,25,13,0,0,40,0,4,9,4,1,3,2,0,39
